skill,purpose,status,last_reviewed,review_doc,severity,decision,notes
prompt-forge,"Create, review, evolve, repair, and port system prompts using a deterministic Playbook format, source-boundary rules, platform portability notes, rubric scorecards, adversarial test cases, and script-backed forge packet validation. Use for system prompt creation, prompt review, prompt optimization, prompt repair, platform porting, Prompt Forge, or Playbook format. [EXPLICIT]",dod-complete,2026-06-05,docs/audits/skills/prompt-forge-review.md,P1,completed-prompt-forge-dod,"Closed DoD with assets manifest, Playbook contract, platform matrix, deterministic forge packet validator, fixture-backed script checks, targeted eval coverage, review doc, and per-skill DoD evidence."
proposal-writing,"RFP response, scope definition, pricing tables, timeline, risk section. [EXPLICIT]",pending,,,,,
prototyping,"Low-fi to high-fi prototyping, clickable mockups, rapid iteration. [EXPLICIT]",pending,,,,,
push-notifications,"Implement push notifications with Firebase Cloud Messaging, Web Push API, notification strategies, and user preference management. [EXPLICIT]",pending,,,,,
pwa-architecture,"Progressive Web App design. Service workers, Web App Manifest, offline-first, push notifications via FCM. [EXPLICIT]",pending,,,,,
quality-engineering,"Designs strategic quality engineering frameworks covering test strategy, automation architecture, quality gates, metrics, and shift-left practices. Activates when the user says ""design test strategy"", ""plan quality gates"", set up test automation"", ""assess quality maturity"", or ""define quality metrics"". Also triggers on mentions of test pyramid, shift-left, CI/CD quality, automation architecture, or quality engineering. Use this skill even if the user only asks about test coverage — it assesses the full quality posture. [EXPLICIT]",pending,,,,,
"quality-gatekeeper","Validates deliverables at JM-ADK quality gates G0-G3 using deterministic criteria, evidence tags, sequential gate order, score-history entry contracts, remediation, and fail-closed missing-evidence handling. Use before phase transitions, release decisions, `/jm:advance`, PR readiness, or any request asking whether a gate can pass.",dod-complete,2026-06-05,docs/audits/skills/quality-gatekeeper-review.md,P1,completed-assets-dod,"Closed DoD with G0-G3 criteria assets, deterministic gate report validator, pass/block/fail fixtures, 10 eval cases, offline templates, read-only agents, and per-skill DoD evidence."
quality-metrics,"Code coverage, cyclomatic complexity, duplication, Lighthouse scores, bundle size, and Firestore read/write tracking",pending,,,,,
rag-patterns,"Retrieval-augmented generation: chunking, embedding, vector search, reranking. [EXPLICIT]",pending,,,,,
rate-limiting,"API rate limits, throttling, quota management, abuse prevention. [EXPLICIT]",pending,,,,,
rbac-patterns,"Role-based access control, permission matrices, Firebase custom claims. [EXPLICIT]",pending,,,,,
react-component-library,"React component library with Storybook. TypeScript interfaces, Jest/Testing Library tests, compound components. [EXPLICIT]",pending,,,,,
react-development,"Develops React applications using modern patterns: Hooks, Server Components (RSC), Suspense boundaries, Context API, and React 19 features. Covers Next.js App Router and client/server component separation. [EXPLICIT]",pending,,,,,
real-time-analytics,"Live dashboards, WebSocket streams, alert threshold configuration. [EXPLICIT]",pending,,,,,
realtime-architecture,"Designs real-time data architectures using Firestore snapshot listeners, Firebase Realtime Database, WebSockets, and Server-Sent Events (SSE). [EXPLICIT] Covers optimistic updates, conflict resolution, and presence systems. [EXPLICIT]",pending,,,,,
realtime-database,Firebase RTDB JSON tree. Listeners (on/once). Presence detection. Fan-out writes. Priority/ordering. [EXPLICIT],pending,,,,,
recaptcha-integration,"Integrate reCAPTCHA v3 and Firebase App Check for bot protection on forms, APIs, and Firebase services without user friction. [EXPLICIT]",pending,,,,,
release-strategy,"Semantic versioning, conventional commits, auto-changelog, feature flags via Remote Config, and rollback strategy",pending,,,,,
rendering-engine,"Use when the user asks to ""render to PNG"", ""convert to PDF"", export Mermaid diagrams"", ""generate printable deliverables"", ""create branded exports"", or mentions rendering engine, Mermaid-to-PNG, markdown-to-PDF, format rendering, export engine, visual format conversion. [EXPLICIT]",pending,,,,,
reporting-templates,"Executive reports, operational dashboards, compliance report design. [EXPLICIT]",pending,,,,,
repository-organization,"Audit and improve repository structure: naming consistency, directory patterns, file organization, staleness detection. Auto-organization per Constitution XVIII. [EXPLICIT]",pending,,,,,
requirements-engineering,"Elicits, structures, and validates software requirements using user stories, acceptance criteria in Given/When/Then format, and traceability matrices. [EXPLICIT] Transforms vague stakeholder needs into precise, testable specifications. [EXPLICIT]",pending,,,,,
responsive-design,"Implements responsive web design with mobile-first breakpoints, fluid typography, container queries, and adaptive layouts using CSS Grid and Flexbox patterns.",pending,,,,,
responsive-design-system,"Design token system. CSS custom properties, breakpoints, grid, typography scale, theming. [EXPLICIT]",pending,,,,,
rest-api-development,"Build RESTful APIs on Cloud Functions with Express, including middleware, input validation, error handling, and API documentation. [EXPLICIT]",pending,,,,,
retrospective-facilitation,"Sprint retros, blameless postmortems, action item tracking. [EXPLICIT]",pending,,,,,
risk-assessment,"Risk identification across 7 categories (technical, operational, security, scalability, data, team, timeline). Severity x likelihood. [EXPLICIT]",pending,,,,,
risk-controlling-dynamics,"This skill should be used when the user asks to ""assess risks"", ""stress-test the plan"", validate assumptions"", ""run worst-case analysis"", ""check what could go wrong"", audit the discovery"", or mentions risk register, contingency planning, assumption validation, exposure analysis, risk appetite, worst-case scenarios, financial controls, or ""what keeps you up at night"". Proactive risk controller and financial vigilance that operates as an anxious CPA/PM hybrid — anticipates worst-case scenarios at every discovery step, stress-tests assumptions, tracks risk exposure, and feeds better insights back into each phase. Use this skill whenever a project involves uncertainty, assumptions, or financial estimates, even if they don't explicitly ask for ""risk-controlling-dynamics"". [EXPLICIT]",pending,,,,,
roadmap-poc,"This skill should be used when the user asks to ""create a roadmap"", ""plan a PoC"", build sprint plan"", ""execution timeline"", ""define prerequisites"", or mentions proof of concept, MVP plan, milestones, sprint breakdown, go/no-go gates, or team composition. Generates 4-8 week execution roadmaps with sprint-level planning, prerequisite validation, measurable gate criteria, team composition, budget ranges, and risk registers. Use this skill whenever delivery planning or execution sequencing is needed, even if they don't explicitly ask for ""roadmap-poc"". [EXPLICIT]",pending,,,,,
role-based-access,RBAC via custom claims. Admin SDK setCustomUserClaims. Firestore rules request.auth.token. Role hierarchy design. [EXPLICIT],pending,,,,,
rollback-strategy,"Blue-green, canary, feature flags, database rollback patterns.",pending,,,,,
rule-forge,"This skill should be used when the user asks to ""create a rule"", ""define a constraint"", write a governance rule"", ""enforce a code standard"", or mentions binary Pass/Fail rules, enforceability testing, code constraints, linting rules, or rule validation. Creates and validates binary governance rules with enforceability testing, scoped examples, and self-evaluation. Use this skill whenever the user needs to codify a repeatable constraint into a formal rule, even if they don't explicitly ask for ""rule-forge"". [EXPLICIT]",pending,,,,,
sales-collateral,"One-pagers, battle cards, ROI calculators, competitive positioning documents. [EXPLICIT]",pending,,,,,
sales-tracker,"Creates and manages daily sales tracking in Google Sheets — transaction log, daily/weekly/monthly summaries, and basic KPI dashboard. [EXPLICIT]",pending,,,,,
scaffold-angular-app,"Angular 18+ with AngularFire. Standalone components, signals, guards, services, interceptors, lazy routes. [EXPLICIT]",pending,,,,,
scaffold-html-css,"Production HTML5/CSS3/JS project scaffold. Semantic structure, responsive grid, design tokens, Hostinger-ready deployment. [EXPLICIT]",pending,,,,,
scaffold-react-app,"React 19+ project with Firebase integration. Routing (React Router v7), Auth context, Firestore hooks, TypeScript. [EXPLICIT]",pending,,,,,
scenario-analysis,Evaluate 3+ implementation scenarios. Weighted criteria matrix. Risk/reward. Firebase/Google stack constrained. [EXPLICIT],pending,,,,,
scheduled-functions,"Build scheduled Cloud Functions with Cloud Scheduler, cron patterns, batch processing, and reliable execution strategies. [EXPLICIT]",pending,,,,,
schema-evolution,"Migration patterns, backward compatibility, versioning, zero-downtime. [EXPLICIT]",pending,,,,,
scope-guard,"Stack constraint enforcer. Blocks AWS, Azure, Docker, K8s references and redirects to Firebase/Google/Hostinger equivalents. [EXPLICIT]",pending,,,,,
scroll-interaction,"Implement scroll-driven interactions using Intersection Observer, CSS scroll-driven animations, parallax effects, and scroll progress indicators. [EXPLICIT]",pending,,,,,
search-implementation,Algolia/Typesense/Meilisearch integration. Firestore to search index sync via Cloud Functions. Faceted search. Autocomplete. [EXPLICIT],pending,,,,,
search-ux,"Search bar patterns, autocomplete, faceted search, filter design. [EXPLICIT]",pending,,,,,
secrets-management,Firebase environment config. Google Secret Manager. .env files (.gitignore). Runtime configuration. Key rotation. [EXPLICIT],pending,,,,,
secrets-sanitization,"Use when the user asks to ""scan for secrets"", ""detect credentials"", ""sanitize sensitive data"", check for exposed passwords"", ""run security gate G0"", or mentions secret detection, credential scanning, security gate G0, sensitive data masking, API key exposure, token detection.",pending,,,,,
sector-intelligence,"Provides industry-specific context including regulatory landscapes, sector terminology, common business processes, and technology adoption patterns for verticals like healthcare, fintech, retail, and government.",pending,,,,,
security-architecture,"This skill should be used when the user asks to ""design security architecture"", ""model threats"", ""implement zero trust"", ""design IAM"", ""plan encryption strategy"", ""map compliance requirements"", or mentions STRIDE, OWASP, OAuth, RBAC, SOC2, ISO27001, PCI-DSS, or zero trust. Designs comprehensive security architecture covering threat modeling, zero trust implementation, identity management, data protection, application security pipelines, and compliance mapping. Use this skill whenever security controls or compliance need to be designed or evaluated, even if they don't explicitly ask for security-architecture"". [EXPLICIT]",pending,,,,,
security-testing,"Perform security testing with OWASP checks, dependency vulnerability scanning, secrets detection, and security header validation. [EXPLICIT]",pending,,,,,
seo-architecture,"Implements technical SEO with structured data (JSON-LD), sitemaps, robots.txt, canonical URLs, meta tags, and SSR/SSG strategies for search engine discoverability and ranking. [EXPLICIT]",pending,,,,,
seo-content,"SEO content strategy: meta descriptions, Open Graph tags, schema markup (JSON-LD), keyword strategy, sitemap generation. Complements seo-architecture. [EXPLICIT]",pending,,,,,
seo-technical,"JSON-LD structured data, sitemap.xml, robots.txt, Open Graph tags, canonical URLs, and Firebase Hosting SEO headers",pending,,,,,
server-middleware,"Auth verification (verifyIdToken), rate limiting, CORS config, request logging, input sanitization middleware. [EXPLICIT]",pending,,,,,
serverless-patterns,Fan-out (Firestore trigger to multiple ops). Saga (compensating transactions). Event sourcing with Firestore. [EXPLICIT],pending,,,,,
session-end-cleanup,"Session summary generation, insight extraction, tasklog update. [EXPLICIT]",pending,,,,,
session-manager,"Manages session state, pipeline progress, and cold-start priming. Reads/writes .specify/context.json to track feature stages and artifact completion. [EXPLICIT]",pending,,,,,
session-protocol,"Mandatory session initialization: context loading, state recovery, pending closure, and next steps proposal. Ensures continuity across AI sessions with zero context loss. [EXPLICIT] Constitution Session Protocol section. [EXPLICIT]",pending,,,,,
session-start-bootstrap,"Context loading, environment detection, guardrails initialization. [EXPLICIT]",pending,,,,,
skill-forge,"The Meta-Cognitive Architect. Creates new 10x skills following the MOAT pattern with reference sub-repo, self-evaluation rubric, and knowledge graph. [EXPLICIT]",pending,,,,,
skill-search,BM25 full-text search over PRISTINO-INDEX.md skill names and descriptions. Ranked results. [EXPLICIT],pending,,,,,
skill-spec-creator,"[EXPLICIT] This skill should be used when the user asks to ""create a skill spec"", ""generate a [EXPLICIT] skill.yaml"", ""define skill workflows"", ""design an agentic capability"", or mentions [EXPLICIT] skill specifications, workflow decomposition, agent capabilities, or YAML skill [EXPLICIT] definitions. Generates complete skill.yaml specifications with workflows, security, [EXPLICIT] observability, and failure handling for agentic ecosystems. Use this skill whenever [EXPLICIT] the user needs to define a structured capability for a multi-agent system, even if [EXPLICIT] they don't explicitly ask for ""skill-spec-creator"". [EXPLICIT]",pending,,,,,
sla-definition,"Service level agreements, uptime targets, penalty structures, monitoring. [EXPLICIT]",pending,,,,,
social-media-strategy,"Triggers on ""social media strategy"", ""content calendar"", ""social media plan"", ""estrategia redes sociales"". Builds a platform selection matrix, content pillars, posting cadence, hashtag strategy, and engagement tactics. Output: content calendar + platform-specific guidelines. [EXPLICIT]",pending,,,,,
social-proof,"Testimonials, case studies, trust badges, social validation pattern design. [EXPLICIT]",pending,,,,,
socratic-debate,"Structured Socratic debate for resolving ambiguities, trade-offs, and low-confidence decisions. Produces auditable thesis-antithesis-synthesis records with constitutional principle alignment. [EXPLICIT]",pending,,,,,
sofka-bpmn-process-analysis,"BPMN 2.0 process modeling and analysis skill for AS-IS/TO-BE business process documentation, bottleneck identification, automation opportunity assessment, process maturity scoring, and process improvement design. Use whenever the user mentions process mapping, BPMN, business process, process flow, swimlane, AS-IS process, TO-BE process, process improvement, operational workflow, delivery monitoring, process maturity, or needs to model how work flows through an organization. Especially relevant for SAP fit-to-standard workshops, IT services company operations, and service variant analysis. Also trigger for RACI assignment, automation ROI, or compliance audit trail. [EXPLICIT] automation ROI, RACI, fit-to-standard, process improvement, operational workflow. [EXPLICIT]",pending,,,,,
sofka-regional-finance,"Regional finance and accounting standards skill covering Colombia (NIIF/DIAN/CTC), Ecuador (SRI/USD dollarization), Mexico (SAT/CFDI), United States (GAAP/ASC 606), Spain (AEAT/SII), and pan-Americas considerations. Use whenever the user mentions financial regulations, tax compliance, electronic invoicing, transfer pricing, CTC calculation, intercompany billing, multi-currency management, localization requirements, withholding taxes, or labor cost structures for IT services companies operating across these regions. Essential for SAP localization configuration and fit-to-standard financial workshops. Also trigger when discussing cost-vs-sale segregation, Activity Type cost rates, margin visibility, arm's length pricing, or any cross-border billing. [EXPLICIT] e-invoicing, SAP localization, withholding taxes, Activity Type rates, margin visibility. [EXPLICIT]",pending,,,,,
sofka-sap-implementation,"SAP S/4HANA implementation skill covering module selection (CO, SD, PS, FI, HCM), SAP Activate methodology, fit-to-standard workshops, multi-country localization, intercompany configuration, and professional services industry patterns. Use whenever the user mentions SAP, S/4HANA, SAP implementation, fit-to-standard, SAP modules, SAP localization, SAP migration, ERP implementation, or needs guidance on SAP configuration for IT services companies. Also trigger for SAP-specific gap analysis, SAP scope definition, SAP best practices, CATS integration, Strangler Fig migration, Activity Type configuration, or revenue recognition patterns for T&M, fixed price, retainer, or managed services contracts. [EXPLICIT] SAP localization, CATS integration, Strangler Fig, Activity Types, revenue recognition. [EXPLICIT]",pending,,,,,
software-architecture,"This skill should be used when the user asks to ""design the internal structure"", ""define module boundaries"", ""select architecture patterns"", ""document architecture decisions"", evaluate code architecture"", or mentions CQRS, Hexagonal, Event Sourcing, Clean Architecture, ADRs, or technical debt. Produces comprehensive software architecture documentation covering module views, component decomposition, design patterns, quality attribute scenarios, ADRs, and debt evolution plans. Use this skill whenever internal system structure needs to be designed, documented, or evaluated, even if they don't explicitly ask for ""software-architecture"". [EXPLICIT]",pending,,,,,
software-viability,"This skill should be used when the user asks to ""validate technology viability"", ""detect vaporware"", ""verify AI claims"", ""assess software maturity"", ""check if this tech actually works"", or mentions technology due diligence, software validation, AI feasibility, vendor evaluation, or tech-stack viability. Deep forensic analysis of whether proposed software solutions, AI/ML components, and technology choices are viable substance or speculative smoke. Use this skill whenever technology choices need validation or vendor claims need scrutiny, even if they don't explicitly ask for ""software-viability"". [EXPLICIT]",pending,,,,,
solution-roadmap,"Complete transformation roadmap with phased execution, investment horizon, team ramp-up, risk-adjusted timeline, and estimation pivot points. Use when the user asks to ""create a roadmap"", plan the transformation"", ""build an investment case"", ""team sizing"", risk-adjusted timeline"", or mentions ""Phase 4"", ""solution roadmap"", ""transformation plan"", phased execution"", ""PoC validation criteria"", ""kill criteria"", ""go/no-go gates"". [EXPLICIT]",pending,,,,,
solutions-architecture,"End-to-end solution design — system integration, channel orchestration, identity management, observability, and cross-cutting concerns. [EXPLICIT] Use when the user asks to ""design the full solution"", ""integrate multiple systems"", ""plan API gateway strategy"", define identity and security architecture"", ""set up observability"", or mentions C4 containers, BFF, Zero Trust, SLI/SLO, circuit breaker, or migration planning. [EXPLICIT]",pending,,,,,
spa-routing,"Client-side routing for React Router v7 or Angular Router. Firebase Hosting rewrites for SPA. Route guards, lazy loading. [EXPLICIT]",pending,,,,,
spec-agent-command,Generate production-ready agent .md and command .md files from designs. Enforces plugin subagent constraints and alias linkage. [EXPLICIT],pending,,,,,
spec-skill-moat,"Generate production-ready SKILL.md and MOAT asset files from a skill design. Enforces MOAT quality dimensions (=7 on all 6), 500-line body limit, progressive disclosure. [EXPLICIT]",pending,,,,,
sprint-report,"Triggers on ""sprint report"", ""sprint summary"", ""reporte de sprint"", ""sprint review document"". Generates agile sprint summaries with velocity, burndown, completed stories, blockers, and retrospective highlights. Output: markdown sprint report or optional HTML dashboard. [EXPLICIT]",pending,,,,,
ssh-deployment,"Deploy to Hostinger via SSH+Git with key management, post-receive hooks, and rollback strategy. Alternative to FTP/SFTP for automated deployments. [EXPLICIT]",pending,,,,,
ssl-management,"Certificate lifecycle, auto-renewal, HSTS, certificate pinning. [EXPLICIT]",pending,,,,,
stakeholder-mapping,Influence/interest matrix. RACI matrix. Communication plan. Power/interest grid. Stakeholder registry. [EXPLICIT],pending,,,,,
state-management,"Designs client-side state management strategies using Redux, NgRx, Zustand, Context API, and Firestore real-time sync. Covers state shape design, selector patterns, and optimistic updates. [EXPLICIT]",pending,,,,,
state-management-design,Client-side state architecture. Redux/NgRx/Zustand/Context patterns adapted for Firebase real-time listeners and offline persistence. [EXPLICIT],pending,,,,,
step-creator,"Generates individual workflow steps with all 12 mandatory fields as an internal helper. Invoked by workflow-creator and skill-spec-creator when they need to ""create a step"", generate workflow steps"", ""build step definitions"", ""produce step specs"", or ""expand a workflow into detailed steps"".",pending,,,,,
stop-validator,"Final output validation before delivery: evidence tags, quality, completeness. [EXPLICIT]",pending,,,,,
storytelling,"Narrative arc design and transformation metodologia-storytelling for discovery deliverables. [EXPLICIT] Use when structuring the overall narrative across deliverables, building scenario narratives, crafting transformation stories (current pain → decision → future state), or designing risk narratives and success reference stories. [EXPLICIT]",pending,,,,,
structured-output,"JSON mode, schema-constrained generation, output validation, error recovery. [EXPLICIT]",pending,,,,,
subagent-monitor,"Track subagent execution, timeout handling, result aggregation. [EXPLICIT]",pending,,,,,
surgeon-skill,"This skill should be used when the user asks to ""improve a skill"", fix this skill"", ""upgrade skill quality"", ""apply improvements"", make this skill production-ready"", or ""elevate this skill"". [EXPLICIT] Reads a skill directory, identifies the highest-impact improvements, and applies them systematically — preserving 100% of domain content while upgrading structural infrastructure, instructional quality, and developer experience. Use this skill whenever someone has an x-ray-skill report and wants to act on it, or when they point to a skill directory and say ""make it better"". [EXPLICIT]",pending,,,,,
survey-design,"NPS/CSAT/CES surveys, question design, response analysis, benchmarks. [EXPLICIT]",pending,,,,,
swot-analysis,"Triggers on ""SWOT analysis"", ""SWOT for"", ""analisis FODA"", ""DAFO"". Produces a structured SWOT analysis with evidence tagging, cross-impact matrix, strategic implications, and action priorities. Output: branded HTML SWOT matrix + action plan. [EXPLICIT]",pending,,,,,
system-architecture,"Designs software architectures using C4 diagrams, Architecture Decision Records (ADRs), quality attribute analysis, and trade-off evaluation. Covers system decomposition from context to code level. [EXPLICIT]",pending,,,,,
system-design,End-to-end system design. Frontend + Firebase backend + Google APIs + third-party integrations. Sequence diagrams. Deployment topology. [EXPLICIT],pending,,,,,
table-ux,"Data tables, sorting, pagination, responsive tables, bulk actions. [EXPLICIT]",pending,,,,,
task-automation,"Recurring task scheduling, batch operations, periodic health checks. [EXPLICIT]",pending,,,,,
task-engine,"Applies deterministic DSVSR reasoning with activation policy, confidence scale, reflection retry policy, packet contract, offline validation, no-network-by-default guardrail, explicit verification, weighted global confidence, weakness disclosure, and no-fake-certainty metadata.",dod-complete,2026-06-05,docs/audits/skills/task-engine-review.md,P1,completed-task-engine-dod,"Closed DoD with assets manifest, activation policy, confidence scale, reflection policy, packet contract, JSON fixture contract, validator fixtures, eval cases, examples, review doc, and per-skill validation evidence."
tasklog-management,"Maintain tasklog.md for cross-session task tracking. Track status, owner, age, blockers. Flag stale items. Bridge to workspace/tasks/. [EXPLICIT]",pending,,,,,
team-topology,"Conway's Law analysis, team interaction modes, cognitive load assessment, organizational design. [EXPLICIT] Use when the user asks to ""design team structure"", ""assess cognitive load"", ""map team interactions"", apply Conway's Law"", or mentions stream-aligned teams, platform teams, enabling teams, team-first thinking. [EXPLICIT]",pending,,,,,
technical-documentation,"README generation, API endpoint docs from Cloud Functions, ADR templates, ops runbooks, and developer onboarding guides",pending,,,,,
technical-feasibility,7-dimension feasibility within Firebase/Google/Hostinger. Score 1-5 per dimension. Evidence-tagged findings. [EXPLICIT],pending,,,,,
technical-writing,"Technical documentation precision — progressive disclosure, terminology consistency, evidence attribution, and reproducible analysis. Use when writing AS-IS analyses, functional specs, architecture documents, handover guides, or any deliverable requiring technical rigor and documentation standards. [EXPLICIT]",pending,,,,,
technical-writing-patterns,"API docs style, tutorial structure, reference format, how-to guides. [EXPLICIT]",pending,,,,,
test-data-factory,"Firestore seed scripts, mock data generators, fixture files, and factory pattern for test entities",pending,,,,,
test-strategy,"Design comprehensive test strategies with the test pyramid, TDD, BDD, contract testing, and coverage goals for web applications. [EXPLICIT]",pending,,,,,
testimonial-collector,"Triggers on ""collect testimonials"", ""client testimonials"", ""social proof"", testimonios de clientes"". Client testimonial and social proof collection framework with structured questions, permission templates, formatted quotes, and display patterns for web/deck/proposal. Output: formatted testimonials + usage guidelines. [EXPLICIT]",pending,,,,,
testing-strategy,"Test strategy design — pyramid, automation, E2E, contract testing, shift-left, test data management. [EXPLICIT] Use when the user asks to ""design test strategy"", ""build test automation"", ""implement contract testing"", manage test data"", ""define quality gates"", or mentions test pyramid, Pact, Playwright, Cypress, coverage targets, flaky tests, chaos engineering. [EXPLICIT]",pending,,,,,
trade-off-analysis,"Performs structured trade-off analysis using weighted scoring matrices, decision matrices, and ATAM (Architecture Tradeoff Analysis Method) to make defensible architectural and technology decisions. [EXPLICIT]",pending,,,,,
training-material,"Course design, exercises, assessments, facilitator guide, handouts. [EXPLICIT]",pending,,,,,
triad-composition,"Selects deterministic Lead + Support + Guardian triads from the PRISTINO composition matrix using domain classification, confidence thresholds, stable tie-breakers, execution-mode routing, degraded-mode policy, Guardian validation, offline packet validation, and false-positive rejection.",dod-complete,2026-06-05,docs/audits/skills/triad-composition-review.md,P1,completed-triad-composition-dod,"Closed DoD with assets manifest, composition matrix, classification policy, degraded-mode policy, packet contract, JSON fixture contract, validator fixtures, eval cases, examples, review doc, and per-skill validation evidence."
trigger-skill,"This skill should be used when the user asks to ""optimize skill triggers"", improve skill description"", ""why isn't my skill triggering"", fix skill activation"", ""tune skill detection"", or ""make my skill fire correctly"". Analyzes and optimizes a skill's frontmatter description for triggering accuracy — generating test queries, measuring trigger rates, iterating on the description, and producing the optimal version that maximizes true positives while minimizing false triggers. Use this skill whenever a skill under-triggers, over-triggers, or the user wants to ensure their description is production-grade. [EXPLICIT]",pending,,,,,
typescript-patterns,"Implements advanced TypeScript patterns: branded types, generics, utility types, discriminated unions, strict mode, module augmentation, and type-safe API contracts for robust frontend and backend code. [EXPLICIT]",pending,,,,,
typography-advanced,"Variable fonts, optical sizing, responsive typography, vertical rhythm. [EXPLICIT]",pending,,,,,
ui-kit-builder,"Design-token-driven UI kit. Button, Card, Modal, Table, Nav, Badge, Toast components. Theme switching support. [EXPLICIT]",pending,,,,,
unit-testing,"Jest/Vitest unit testing with Firebase emulator mocking, TDD workflow, and 80%+ coverage enforcement",pending,,,,,
user-prompt-filter,Input sanitization and injection detection at the prompt submission level. [EXPLICIT],dod-complete,2026-06-05,docs/audits/skills/user-prompt-filter-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for user-prompt-filter."
user-representative,"End-user advocate that evaluates deliverable clarity, cognitive load, accessibility, adoption risks, and biases. Use for review-for-clarity, readability, user perspective, voice-of-user, representante del usuario, adoption risk, or cognitive load checks.",dod-complete,2026-06-05,docs/audits/skills/user-representative-review.md,P1,completed-user-representative-dod,"Closed DoD with deterministic assets, review packet validator, fixtures, eval cases, examples, and per-skill validation evidence."
user-research,"Designs and executes user research activities including persona creation, empathy maps, user journey mapping, and interview guides. Transforms qualitative insights into actionable design decisions. [EXPLICIT]",pending,,,,,
user-story-writer,"Transform requirements into user stories. As a role, I want capability, so that benefit. Given/When/Then acceptance criteria. [EXPLICIT]",pending,,,,,
user-testing,"Usability testing protocols, task scenarios, think-aloud, analysis. [EXPLICIT]",pending,,,,,
ux-writing,"UX writing and document accessibility standards for technical deliverables. Use for readability, information hierarchy, cognitive load, microcopy, error messages, empty states, CTA clarity, scannability, Flesch-Kincaid, escritura UX, and legibilidad.",dod-complete,2026-06-05,docs/audits/skills/ux-writing-review.md,P1,completed-ux-writing-dod,"Closed DoD with deterministic assets, audit packet validator, fixtures, eval cases, examples, and per-skill validation evidence."
validate-components,"Validates frontmatter and body structure of all skills, agents, and commands in a plugin. Triggers: validate components, check frontmatter, component audit, skill validation.",pending,,,,,
validate-cross-refs,"Validates cross-reference integrity across all plugin components. Detects broken references, orphaned skills, missing aliases, and settings.json inconsistencies. Triggers: validate cross-refs, check references, dependency audit, orphan detection.",pending,,,,,
validate-hooks,"THE CRITICAL SKILL -- validates hooks.json structure, event names, and type-event compatibility. Detects prompt/agent hooks on events lacking ToolUseContext. Triggers: validate hooks, check hooks.json, hooks audit, hook safety check.",pending,,,,,
validate-manifest,"Validates plugin.json completeness, field correctness, and consistency with actual plugin contents. Triggers: validate manifest, check plugin.json, manifest audit.",pending,,,,,
validate-structure,"Validates plugin directory layout against the official Claude Code plugin spec. Triggers: validate structure, check layout, directory audit, plugin skeleton check.",pending,,,,,
value-proposition,"Triggers on ""value proposition"", ""propuesta de valor"", ""value prop canvas"", ""messaging framework"". Designs a value proposition canvas mapping customer jobs, pains, and gains to product features, pain relievers, and gain creators. Builds a messaging hierarchy from tagline to full narrative. Output: canvas + messaging doc. [EXPLICIT]",pending,,,,,
vanilla-javascript,"Implements solutions using vanilla JavaScript: DOM manipulation, event handling, Fetch API, ES modules, Web APIs, and modern ECMAScript features without framework dependencies. [EXPLICIT]",pending,,,,,
vendor-evaluation,"Vendor scoring, TCO analysis, lock-in assessment, exit strategy. [EXPLICIT]",pending,,,,,
video-script,"Video structure, hook-body-CTA, timing, B-roll cues, accessibility. [EXPLICIT]",pending,,,,,
visual-regression,"Detect visual changes with screenshot comparison testing using Chromatic, Percy, or Playwright visual comparisons for UI regression prevention. [EXPLICIT]",pending,,,,,
visual-regression-testing,"Percy/Chromatic visual regression with screenshot comparison, component visual tests, and responsive breakpoints",pending,,,,,
voice-interface,"Speech-to-text, text-to-speech, voice UI patterns, accessibility. [EXPLICIT]",pending,,,,,
web-components,"Build reusable UI components using Web Components standards — Custom Elements, Shadow DOM, HTML templates, and slots. Includes Lit framework patterns. [EXPLICIT]",pending,,,,,
web-performance,"Core Web Vitals optimization (LCP, INP, CLS), Lighthouse CI, performance budgets, and critical CSS extraction",pending,,,,,
web-security-implementation,OWASP Top 10 mitigations. CSP headers. XSS prevention (DOMPurify). CSRF tokens. Clickjacking protection. [EXPLICIT],pending,,,,,
webhook-handler,"Webhook receiver/sender patterns. Signature verification (Stripe, GitHub). Idempotency keys. Response formatting. [EXPLICIT]",pending,,,,,
webhook-handling,"Handle incoming webhooks from Stripe, GitHub, and other services with signature verification, idempotency, and reliable processing. [EXPLICIT]",pending,,,,,
whitepaper-creation,"Long-form research, methodology, findings, recommendations, citations. [EXPLICIT]",pending,,,,,
workflow-creator,"Generates deterministic 17-field workflow definitions with step contracts, DoD, RACI, KPIs, validation rules, and failure handling for agentic ecosystems. Use when the user asks to create a workflow, define workflow steps, build workflow YAML, generate a workflow spec, design a RACI-backed procedure, or convert an agentic process into a repeatable workflow.",dod-complete,2026-06-05,docs/audits/skills/workflow-creator-review.md,P1,completed-workflow-creator-dod,"Closed DoD with assets manifest, workflow contract validator, deterministic fixtures, eval cases, examples, review doc, and per-skill validation evidence."
workflow-forge,"Creates new workflows (slash commands) following the Antigravity format with phases, agent coordination, and verification checkpoints. [EXPLICIT]",dod-complete,2026-06-05,docs/audits/skills/workflow-forge-review.md,P1,completed-assets-deterministic,"Validated on 2026-06-05 with check.sh, validate-skill-dod.py, and validate-skill-scripts.py for workflow-forge."
